Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Chicken pox,lethargy,itching,swelled_lymph_nodes,mild_fever,headache,fatigue,malaise,loss_of_appetite,red_spots_over_body,skin_rash,puffy_face_and_eyes,chest_pain,,,,,
Chicken pox,mild_fever,skin_rash,swelled_lymph_nodes,high_fever,fatigue,loss_of_appetite,headache,weakness_in_limbs,constipation,,,,,,,,
Chicken pox,headache,malaise,swelled_lymph_nodes,high_fever,fatigue,red_spots_over_body,phlegm,mild_fever,skin_rash,,,,,,,,
Chicken pox,loss_of_appetite,headache,malaise,skin_rash,high_fever,lethargy,red_spots_over_body,phlegm,fatigue,swelled_lymph_nodes,mild_fever,pus_filled_pimples,swollen_legs,,,,
Chicken pox,swelled_lymph_nodes,phlegm,headache,red_spots_over_body,lethargy,itching,loss_of_appetite,fatigue,skin_rash,mild_fever,high_fever,,,,,,
Chicken pox,swelled_lymph_nodes,mild_fever,malaise,lethargy,phlegm,itching,red_spots_over_body,loss_of_appetite,fatigue,high_fever,skin_rash,acute_liver_failure,,,,,
Chicken pox,skin_rash,high_fever,swelled_lymph_nodes,mild_fever,phlegm,lethargy,itching,fatigue,headache,red_spots_over_body,breathlessness,receiving_blood_transfusion,,,,,
Chicken pox,lethargy,high_fever,red_spots_over_body,loss_of_appetite,itching,phlegm,skin_rash,fatigue,malaise,fluid_overload,swollen_extremeties,,,,,,
Chicken pox,loss_of_appetite,mild_fever,phlegm,red_spots_over_body,fatigue,lethargy,headache,skin_rash,malaise,swelled_lymph_nodes,bruising,,,,,,
Chicken pox,fatigue,lethargy,mild_fever,skin_rash,swelled_lymph_nodes,malaise,loss_of_appetite,red_spots_over_body,phlegm,high_fever,,,,,,,
Chicken pox,itching,skin_rash,headache,loss_of_appetite,red_spots_over_body,swelled_lymph_nodes,fatigue,malaise,mild_fever,,,,,,,,
Chicken pox,skin_rash,headache,mild_fever,itching,swelled_lymph_nodes,lethargy,malaise,phlegm,fatigue,silver_like_dusting,,,,,,,
Chicken pox,red_spots_over_body,swelled_lymph_nodes,phlegm,itching,loss_of_appetite,headache,mild_fever,skin_rash,malaise,mood_swings,rusty_sputum,,,,,,
Chicken pox,itching,lethargy,malaise,headache,phlegm,high_fever,fatigue,loss_of_appetite,swelled_lymph_nodes,,,,,,,,
Chicken pox,high_fever,headache,itching,skin_rash,loss_of_appetite,phlegm,mild_fever,lethargy,red_spots_over_body,,,,,,,,
Chicken pox,malaise,skin_rash,lethargy,swelled_lymph_nodes,mild_fever,itching,high_fever,red_spots_over_body,fatigue,phlegm,loss_of_appetite,bloody_stool,blackheads,,,,
Chicken pox,red_spots_over_body,mild_fever,fatigue,loss_of_appetite,malaise,lethargy,swelled_lymph_nodes,skin_rash,vomiting,skin_peeling,,,,,,,
Chicken pox,red_spots_over_body,loss_of_appetite,fatigue,phlegm,malaise,lethargy,itching,chills,puffy_face_and_eyes,,,,,,,,
Chicken pox,phlegm,swelled_lymph_nodes,fatigue,red_spots_over_body,malaise,loss_of_appetite,lethargy,headache,high_fever,itching,mild_fever,pain_during_bowel_motions,joint_pain,,,,
Chicken pox,mild_fever,lethargy,loss_of_appetite,itching,phlegm,red_spots_over_body,headache,skin_rash,high_fever,pus_filled_pimples,cold_hands_and_feets,,,,,,
Chicken pox,high_fever,loss_of_appetite,malaise,itching,mild_fever,red_spots_over_body,skin_rash,runny_nose,,,,,,,,,
Chicken pox,malaise,mild_fever,loss_of_appetite,phlegm,fatigue,high_fever,headache,lethargy,swelled_lymph_nodes,skin_rash,history_of_alcohol_consumption,yellow_urine,,,,,
Chicken pox,phlegm,lethargy,malaise,mild_fever,fatigue,loss_of_appetite,headache,skin_rash,itching,mood_swings,,,,,,,
Chicken pox,fatigue,skin_rash,mild_fever,phlegm,loss_of_appetite,swelled_lymph_nodes,headache,itching,continuous_sneezing,sweating,,,,,,,
Chicken pox,mild_fever,lethargy,skin_rash,swelled_lymph_nodes,malaise,itching,phlegm,red_spots_over_body,high_fever,headache,increased_appetite,,,,,,
Chicken pox,loss_of_appetite,headache,skin_rash,phlegm,malaise,mild_fever,lethargy,fatigue,high_fever,swelled_lymph_nodes,itching,yellow_urine,,,,,
Chicken pox,mild_fever,red_spots_over_body,fatigue,loss_of_appetite,lethargy,skin_rash,headache,high_fever,,,,,,,,,
Dengue,vomiting,joint_pain,chills,pain_behind_the_eyes,high_fever,nausea,malaise,red_spots_over_body,muscle_pain,fatigue,history_of_alcohol_consumption,,,,,,
Dengue,pain_behind_the_eyes,skin_rash,fatigue,loss_of_appetite,back_pain,joint_pain,headache,chills,vomiting,,,,,,,,
Dengue,skin_rash,joint_pain,malaise,muscle_pain,loss_of_appetite,chills,back_pain,red_spots_over_body,vomiting,pain_behind_the_eyes,fatigue,high_fever,stiff_neck,constipation,,,
Dengue,vomiting,nausea,chills,skin_rash,loss_of_appetite,fatigue,back_pain,headache,muscle_pain,pain_behind_the_eyes,high_fever,dizziness,,,,,
Dengue,malaise,skin_rash,nausea,high_fever,joint_pain,pain_behind_the_eyes,fatigue,loss_of_appetite,back_pain,headache,,,,,,,
Dengue,high_fever,pain_behind_the_eyes,muscle_pain,vomiting,headache,loss_of_appetite,chills,fatigue,joint_pain,nausea,red_spots_over_body,malaise,bruising,,,,
Dengue,red_spots_over_body,vomiting,loss_of_appetite,back_pain,joint_pain,nausea,muscle_pain,fatigue,skin_rash,chills,,,,,,,
Dengue,skin_rash,nausea,vomiting,muscle_pain,chills,red_spots_over_body,pain_behind_the_eyes,joint_pain,high_fever,,,,,,,,
Dengue,chills,headache,back_pain,muscle_pain,red_spots_over_body,pain_behind_the_eyes,vomiting,loss_of_appetite,prominent_veins_on_calf,,,,,,,,
Dengue,back_pain,muscle_pain,loss_of_appetite,skin_rash,pain_behind_the_eyes,high_fever,malaise,red_spots_over_body,headache,,,,,,,,
Dengue,vomiting,red_spots_over_body,pain_behind_the_eyes,fatigue,loss_of_appetite,malaise,nausea,joint_pain,blurred_and_distorted_vision,,,,,,,,
Dengue,pain_behind_the_eyes,back_pain,skin_rash,chills,headache,vomiting,high_fever,red_spots_over_body,joint_pain,neck_pain,irritability,,,,,,
Dengue,chills,red_spots_over_body,loss_of_appetite,nausea,headache,skin_rash,malaise,vomiting,muscle_pain,back_pain,joint_pain,fatigue,high_fever,anxiety,,,
Dengue,joint_pain,loss_of_appetite,red_spots_over_body,skin_rash,muscle_pain,pain_behind_the_eyes,headache,fatigue,high_fever,nausea,vomiting,painful_walking,irritation_in_anus,,,,
Dengue,malaise,back_pain,fatigue,muscle_pain,high_fever,red_spots_over_body,loss_of_appetite,skin_rash,nausea,acidity,,,,,,,
Dengue,joint_pain,vomiting,pain_behind_the_eyes,malaise,skin_rash,fatigue,high_fever,muscle_pain,loss_of_appetite,chills,back_pain,headache,patches_in_throat,throat_irritation,,,
Dengue,chills,malaise,nausea,high_fever,red_spots_over_body,back_pain,vomiting,skin_rash,loss_of_appetite,muscle_pain,fatigue,,,,,,
Dengue,loss_of_appetite,chills,muscle_pain,back_pain,vomiting,pain_behind_the_eyes,malaise,skin_rash,nausea,red_spots_over_body,fatigue,high_fever,headache,shivering,,,
Dengue,high_fever,nausea,vomiting,headache,fatigue,back_pain,joint_pain,malaise,red_spots_over_body,skin_rash,,,,,,,
Dengue,muscle_pain,vomiting,joint_pain,chills,nausea,red_spots_over_body,high_fever,fatigue,headache,,,,,,,,
Dengue,loss_of_appetite,fatigue,vomiting,joint_pain,back_pain,malaise,high_fever,chills,pain_behind_the_eyes,skin_rash,headache,bladder_discomfort,yellow_urine,,,,
Dengue,high_fever,nausea,vomiting,chills,red_spots_over_body,muscle_pain,pain_behind_the_eyes,headache,malaise,joint_pain,fatigue,loss_of_appetite,swollen_blood_vessels,,,,
Dengue,vomiting,loss_of_appetite,skin_rash,red_spots_over_body,high_fever,headache,joint_pain,fatigue,back_pain,pain_behind_the_eyes,malaise,,,,,,
Dengue,nausea,fatigue,vomiting,loss_of_appetite,joint_pain,chills,pain_behind_the_eyes,muscle_pain,back_pain,headache,malaise,skin_rash,high_fever,swollen_blood_vessels,,,
Dengue,chills,joint_pain,loss_of_appetite,high_fever,muscle_pain,fatigue,vomiting,malaise,yellowing_of_eyes,belly_pain,,,,,,,
Dengue,vomiting,pain_behind_the_eyes,joint_pain,loss_of_appetite,red_spots_over_body,muscle_pain,chills,headache,nausea,back_pain,malaise,skin_rash,,,,,
Dengue,loss_of_appetite,nausea,vomiting,high_fever,skin_rash,pain_behind_the_eyes,muscle_pain,fatigue,back_pain,scurring,,,,,,,
Dengue,loss_of_appetite,vomiting,joint_pain,headache,nausea,muscle_pain,fatigue,skin_rash,high_fever,anxiety,weakness_of_one_body_side,,,,,,
Dengue,nausea,loss_of_appetite,joint_pain,skin_rash,chills,muscle_pain,pain_behind_the_eyes,fatigue,vomiting,,,,,,,,
Dengue,back_pain,loss_of_appetite,malaise,red_spots_over_body,skin_rash,fatigue,joint_pain,chills,high_fever,muscle_pain,vomiting,nausea,pain_behind_the_eyes,silver_like_dusting,inflammatory_nails,,
Dengue,fatigue,chills,skin_rash,headache,muscle_pain,joint_pain,nausea,malaise,high_fever,loss_of_appetite,red_spots_over_body,back_pain,prominent_veins_on_calf,,,,
Dengue,nausea,headache,high_fever,loss_of_appetite,red_spots_over_body,vomiting,muscle_pain,back_pain,skin_rash,malaise,pain_behind_the_eyes,chills,,,,,
Dengue,nausea,red_spots_over_body,muscle_pain,skin_rash,vomiting,joint_pain,fatigue,chills,malaise,,,,,,,,
Dengue,red_spots_over_body,vomiting,high_fever,skin_rash,back_pain,fatigue,headache,nausea,joint_pain,muscle_pain,malaise,chills,loss_of_appetite,acute_liver_failure,,,
Dengue,back_pain,headache,fatigue,vomiting,skin_rash,joint_pain,nausea,malaise,swollen_legs,,,,,,,,
Dengue,vomiting,back_pain,chills,nausea,pain_behind_the_eyes,high_fever,skin_rash,red_spots_over_body,headache,malaise,loss_of_appetite,loss_of_smell,burning_micturition,,,,
Dengue,pain_behind_the_eyes,high_fever,chills,nausea,vomiting,malaise,fatigue,red_spots_over_body,,,,,,,,,
Dengue,loss_of_appetite,skin_rash,pain_behind_the_eyes,back_pain,malaise,high_fever,chills,joint_pain,nausea,vomiting,fatigue,red_spots_over_body,headache,,,,
Dengue,malaise,pain_behind_the_eyes,muscle_pain,back_pain,joint_pain,skin_rash,red_spots_over_body,nausea,fatigue,chills,headache,high_fever,mucoid_sputum,inflammatory_nails,,,
Dengue,red_spots_over_body,headache,pain_behind_the_eyes,muscle_pain,nausea,vomiting,high_fever,chills,joint_pain,malaise,family_history,,,,,,
Dengue,pain_behind_the_eyes,red_spots_over_body,vomiting,fatigue,joint_pain,chills,headache,loss_of_appetite,,,,,,,,,
Dengue,nausea,muscle_pain,headache,chills,fatigue,back_pain,skin_rash,high_fever,red_spots_over_body,pain_behind_the_eyes,mood_swings,stomach_pain,,,,,
Dengue,pain_behind_the_eyes,malaise,joint_pain,vomiting,skin_rash,loss_of_appetite,muscle_pain,back_pain,chills,irritability,cough,,,,,,
Dengue,pain_behind_the_eyes,headache,chills,joint_pain,muscle_pain,fatigue,vomiting,malaise,red_spots_over_body,nausea,loss_of_appetite,cramps,,,,,
Dengue,joint_pain,loss_of_appetite,muscle_pain,fatigue,back_pain,chills,red_spots_over_body,skin_rash,pain_behind_the_eyes,vomiting,headache,watering_from_eyes,burning_micturition,,,,
Dengue,skin_rash,vomiting,high_fever,back_pain,red_spots_over_body,loss_of_appetite,joint_pain,nausea,muscle_pain,malaise,headache,rusty_sputum,swelling_joints,,,,
Dengue,chills,fatigue,muscle_pain,back_pain,joint_pain,nausea,red_spots_over_body,pain_behind_the_eyes,spinning_movements,,,,,,,,
Dengue,loss_of_appetite,high_fever,red_spots_over_body,skin_rash,headache,pain_behind_the_eyes,fatigue,joint_pain,back_pain,vomiting,muscle_pain,nausea,yellow_urine,,,,
Dengue,pain_behind_the_eyes,joint_pain,high_fever,loss_of_appetite,malaise,chills,red_spots_over_body,vomiting,muscle_pain,fatigue,back_pain,nausea,skin_rash,slurred_speech,swollen_blood_vessels,,
Dengue,skin_rash,red_spots_over_body,joint_pain,high_fever,loss_of_appetite,back_pain,nausea,muscle_pain,fatigue,chills,pain_behind_the_eyes,palpitations,fluid_overload,,,,
Dengue,loss_of_appetite,muscle_pain,nausea,back_pain,high_fever,vomiting,chills,pain_behind_the_eyes,joint_pain,fatigue,irritation_in_anus,,,,,,
Dengue,malaise,pain_behind_the_eyes,headache,joint_pain,red_spots_over_body,muscle_pain,skin_rash,back_pain,mucoid_sputum,weakness_in_limbs,,,,,,,
Dengue,chills,pain_behind_the_eyes,joint_pain,headache,back_pain,skin_rash,fatigue,loss_of_appetite,high_fever,nausea,coma,,,,,,
Dengue,pain_behind_the_eyes,skin_rash,vomiting,chills,high_fever,malaise,joint_pain,loss_of_appetite,back_pain,congestion,,,,,,,
Dengue,headache,loss_of_appetite,fatigue,pain_behind_the_eyes,muscle_pain,nausea,red_spots_over_body,high_fever,chills,joint_pain,,,,,,,
Dengue,skin_rash,vomiting,muscle_pain,nausea,chills,high_fever,joint_pain,fatigue,,,,,,,,,
Dengue,red_spots_over_body,joint_pain,fatigue,chills,nausea,pain_behind_the_eyes,muscle_pain,high_fever,loss_of_appetite,headache,back_pain,malaise,vomiting,,,,
Dengue,malaise,joint_pain,nausea,fatigue,pain_behind_the_eyes,chills,headache,back_pain,loss_of_appetite,high_fever,skin_rash,chest_pain,,,,,
Dengue,headache,high_fever,joint_pain,red_spots_over_body,malaise,fatigue,nausea,skin_rash,cold_hands_and_feets,,,,,,,,
Dengue,nausea,joint_pain,pain_behind_the_eyes,malaise,chills,muscle_pain,fatigue,headache,high_fever,vomiting,red_spots_over_body,skin_rash,loss_of_appetite,cramps,constipation,,
Dengue,malaise,headache,nausea,loss_of_appetite,red_spots_over_body,pain_behind_the_eyes,high_fever,vomiting,fatigue,,,,,,,,
Dengue,pain_behind_the_eyes,red_spots_over_body,chills,headache,vomiting,nausea,loss_of_appetite,muscle_pain,high_fever,fatigue,breathlessness,continuous_feel_of_urine,,,,,
Dengue,chills,joint_pain,fatigue,malaise,pain_behind_the_eyes,vomiting,headache,high_fever,red_spots_over_body,loss_of_appetite,skin_rash,muscle_pain,pus_filled_pimples,,,,
Dengue,high_fever,loss_of_appetite,red_spots_over_body,muscle_pain,headache,fatigue,joint_pain,chills,skin_rash,pain_behind_the_eyes,nausea,anxiety,stomach_bleeding,,,,
Dengue,red_spots_over_body,back_pain,fatigue,pain_behind_the_eyes,vomiting,joint_pain,headache,nausea,loss_of_appetite,muscle_pain,internal_itching,,,,,,
Dengue,red_spots_over_body,fatigue,chills,nausea,loss_of_appetite,headache,malaise,back_pain,vomiting,muscle_pain,joint_pain,knee_pain,rusty_sputum,,,,
Dengue,chills,pain_behind_the_eyes,headache,fatigue,muscle_pain,loss_of_appetite,malaise,red_spots_over_body,nausea,vomiting,high_fever,joint_pain,back_pain,lack_of_concentration,irritability,,
Dengue,skin_rash,nausea,vomiting,fatigue,headache,chills,high_fever,red_spots_over_body,loss_of_appetite,restlessness,acute_liver_failure,,,,,,
Dengue,malaise,red_spots_over_body,chills,back_pain,high_fever,joint_pain,nausea,headache,skin_rash,vomiting,muscle_weakness,congestion,,,,,
Dengue,back_pain,vomiting,headache,malaise,chills,fatigue,nausea,red_spots_over_body,high_fever,muscle_pain,joint_pain,obesity,sweating,,,,
Dengue,nausea,red_spots_over_body,loss_of_appetite,skin_rash,back_pain,muscle_pain,pain_behind_the_eyes,high_fever,headache,chills,joint_pain,malaise,vomiting,,,,
Dengue,muscle_pain,loss_of_appetite,chills,high_fever,red_spots_over_body,pain_behind_the_eyes,headache,back_pain,skin_rash,vomiting,fatigue,yellowing_of_eyes,redness_of_eyes,,,,
Dengue,chills,red_spots_over_body,headache,back_pain,vomiting,nausea,skin_rash,pain_behind_the_eyes,loss_of_appetite,joint_pain,fatigue,pain_in_anal_region,swollen_extremeties,,,,
Dengue,malaise,skin_rash,high_fever,muscle_pain,red_spots_over_body,loss_of_appetite,vomiting,chills,back_pain,fatigue,mood_swings,mild_fever,,,,,
Dengue,pain_behind_the_eyes,chills,nausea,high_fever,malaise,back_pain,red_spots_over_body,muscle_pain,spotting_urination,swelling_of_stomach,,,,,,,
Dengue,muscle_pain,headache,back_pain,pain_behind_the_eyes,malaise,fatigue,loss_of_appetite,vomiting,high_fever,red_spots_over_body,joint_pain,nausea,,,,,
Dengue,joint_pain,muscle_pain,headache,chills,pain_behind_the_eyes,vomiting,red_spots_over_body,high_fever,skin_rash,malaise,back_pain,,,,,,
Dengue,muscle_pain,joint_pain,headache,fatigue,pain_behind_the_eyes,high_fever,nausea,skin_rash,loss_of_appetite,vomiting,back_pain,sinus_pressure,anxiety,,,,
Dengue,muscle_pain,red_spots_over_body,joint_pain,chills,back_pain,loss_of_appetite,vomiting,malaise,nausea,pain_behind_the_eyes,prominent_veins_on_calf,,,,,,
Dengue,muscle_pain,fatigue,high_fever,skin_rash,vomiting,joint_pain,red_spots_over_body,pain_behind_the_eyes,,,,,,,,,
Dengue,malaise,fatigue,red_spots_over_body,loss_of_appetite,muscle_pain,high_fever,vomiting,headache,chills,joint_pain,skin_rash,watering_from_eyes,chest_pain,,,,
Dengue,back_pain,chills,high_fever,malaise,vomiting,fatigue,nausea,loss_of_appetite,headache,muscle_pain,,,,,,,
Dengue,malaise,joint_pain,fatigue,skin_rash,nausea,pain_behind_the_eyes,vomiting,high_fever,muscle_pain,dehydration,receiving_blood_transfusion,,,,,,
Dengue,fatigue,chills,loss_of_appetite,malaise,high_fever,vomiting,muscle_pain,skin_rash,back_pain,pain_in_anal_region,,,,,,,
Dengue,malaise,loss_of_appetite,chills,high_fever,red_spots_over_body,skin_rash,headache,nausea,joint_pain,back_pain,,,,,,,
Dengue,loss_of_appetite,pain_behind_the_eyes,skin_rash,high_fever,vomiting,chills,red_spots_over_body,back_pain,weakness_of_one_body_side,,,,,,,,
Dengue,nausea,muscle_pain,headache,chills,vomiting,red_spots_over_body,fatigue,skin_rash,back_pain,joint_pain,pain_in_anal_region,bladder_discomfort,,,,,
Dengue,loss_of_appetite,pain_behind_the_eyes,vomiting,malaise,nausea,joint_pain,back_pain,muscle_pain,fatigue,swollen_blood_vessels,,,,,,,
Dengue,malaise,pain_behind_the_eyes,red_spots_over_body,back_pain,headache,nausea,skin_rash,high_fever,loss_of_appetite,joint_pain,chills,muscle_pain,,,,,
Dengue,joint_pain,fatigue,high_fever,nausea,chills,malaise,vomiting,headache,back_pain,,,,,,,,
Dengue,pain_behind_the_eyes,headache,nausea,red_spots_over_body,muscle_pain,back_pain,vomiting,skin_rash,chills,high_fever,joint_pain,irritability,loss_of_smell,,,,
Dengue,loss_of_appetite,red_spots_over_body,pain_behind_the_eyes,high_fever,headache,skin_rash,nausea,back_pain,joint_pain,malaise,fatigue,chills,muscle_pain,,,,
Dengue,loss_of_appetite,skin_rash,muscle_pain,nausea,pain_behind_the_eyes,red_spots_over_body,chills,joint_pain,high_fever,fatigue,back_pain,malaise,vomiting,extra_marital_contacts,,,
Dengue,pain_behind_the_eyes,skin_rash,headache,fatigue,joint_pain,malaise,vomiting,nausea,red_spots_over_body,loss_of_appetite,high_fever,back_pain,chills,sweating,,,
Dengue,headache,vomiting,nausea,fatigue,high_fever,skin_rash,chills,back_pain,joint_pain,muscle_pain,malaise,loss_of_appetite,pain_behind_the_eyes,painful_walking,,,
Dengue,high_fever,malaise,back_pain,headache,muscle_pain,nausea,skin_rash,chills,,,,,,,,,
Dengue,back_pain,pain_behind_the_eyes,nausea,malaise,chills,high_fever,joint_pain,loss_of_appetite,fatigue,skin_rash,headache,red_spots_over_body,muscle_wasting,,,,
Dengue,muscle_pain,vomiting,high_fever,back_pain,skin_rash,malaise,headache,red_spots_over_body,loss_of_appetite,nausea,,,,,,,
Dengue,nausea,fatigue,headache,muscle_pain,skin_rash,joint_pain,chills,high_fever,loss_of_appetite,red_spots_over_body,pain_behind_the_eyes,back_pain,vomiting,nodal_skin_eruptions,mild_fever,,
Dengue,joint_pain,chills,loss_of_appetite,muscle_pain,back_pain,nausea,red_spots_over_body,fatigue,headache,vomiting,skin_rash,malaise,high_fever,acidity,yellowing_of_eyes,,
Dengue,joint_pain,high_fever,headache,muscle_pain,loss_of_appetite,back_pain,malaise,chills,red_spots_over_body,nausea,vomiting,pain_behind_the_eyes,puffy_face_and_eyes,,,,
Dengue,pain_behind_the_eyes,red_spots_over_body,muscle_pain,loss_of_appetite,chills,malaise,high_fever,vomiting,nausea,brittle_nails,fluid_overload,,,,,,
Dengue,chills,back_pain,red_spots_over_body,malaise,muscle_pain,high_fever,joint_pain,fatigue,loss_of_appetite,,,,,,,,
Dengue,red_spots_over_body,skin_rash,loss_of_appetite,high_fever,pain_behind_the_eyes,vomiting,nausea,joint_pain,malaise,loss_of_smell,chest_pain,,,,,,
Dengue,fatigue,vomiting,chills,muscle_pain,red_spots_over_body,joint_pain,malaise,headache,nausea,,,,,,,,
Dengue,fatigue,red_spots_over_body,high_fever,pain_behind_the_eyes,malaise,vomiting,joint_pain,nausea,skin_rash,chills,,,,,,,
Dengue,muscle_pain,malaise,chills,nausea,back_pain,skin_rash,red_spots_over_body,loss_of_appetite,vomiting,joint_pain,acidity,mood_swings,,,,,
Dengue,skin_rash,back_pain,headache,red_spots_over_body,joint_pain,malaise,muscle_pain,vomiting,fatigue,nausea,pain_behind_the_eyes,high_fever,loss_of_appetite,,,,
Dengue,pain_behind_the_eyes,skin_rash,red_spots_over_body,headache,fatigue,joint_pain,high_fever,malaise,nausea,vomiting,belly_pain,,,,,,
Dengue,fatigue,pain_behind_the_eyes,vomiting,red_spots_over_body,malaise,loss_of_appetite,skin_rash,nausea,headache,joint_pain,back_pain,enlarged_thyroid,phlegm,,,,
Dengue,joint_pain,muscle_pain,vomiting,fatigue,high_fever,skin_rash,malaise,chills,back_pain,loss_of_appetite,pain_behind_the_eyes,palpitations,rusty_sputum,,,,
